FRAME, TEMP, CHAN1, CHAN2, CHAN3, CHAN4, CHAN5, CHAN6, CHAN7, CHAN8, CHAN9, CHAN10, CHAN11, CHAN12, CHAN13, CHAN14, CHAN15, CHAN16, CHAN17, CHAN18, CHAN19, CHAN20, CHAN21, CHAN22, CHAN23, CHAN24, CHAN25, CHAN26, CHAN27, CHAN28, CHAN29, CHAN30, CHAN31, CHAN32
65.000000,35.294205,0.965995,-0.333480,-0.533758,-0.712103,-0.860814,-0.847470,-0.747457,-0.629798,-0.469900,-0.060494,-0.098437,-0.114542,-0.076984,0.025277,0.073391,0.111744,0.130757,0.130004,1.358433,1.357782,1.358405,1.358126,1.358562,1.357017,1.357753,1.358603,1.358462,1.358146,1.358363,1.358530,1.358075,1.358364
66.000000,35.293724,0.968007,-0.335422,-0.536309,-0.715135,-0.864285,-0.850728,-0.750448,-0.632626,-0.476241,-0.060788,-0.099571,-0.115704,-0.078139,0.024729,0.072687,0.110995,0.130391,0.129630,1.361923,1.361424,1.361769,1.361470,1.362090,1.360592,1.361197,1.362151,1.361839,1.361571,1.361889,1.362132,1.361619,1.361784
67.000000,35.292118,0.969858,-0.336022,-0.537055,-0.716434,-0.865256,-0.851820,-0.750987,-0.633004,-0.477093,-0.060226,-0.099309,-0.115536,-0.077820,0.025130,0.073012,0.111257,0.130857,0.130048,1.362038,1.361518,1.361869,1.361526,1.362221,1.360756,1.361241,1.362170,1.361979,1.361712,1.362024,1.362251,1.361688,1.361864
68.000000,35.291370,0.969239,-0.334316,-0.534969,-0.714073,-0.862617,-0.849335,-0.748552,-0.630696,-0.473208,-0.059673,-0.098131,-0.114310,-0.076531,0.025910,0.074071,0.111951,0.131457,0.130741,1.359492,1.359045,1.359382,1.358950,1.359713,1.358229,1.358810,1.359590,1.359517,1.359240,1.359522,1.359693,1.359207,1.359422
69.000000,35.290096,0.968790,-0.333394,-0.533661,-0.712219,-0.860722,-0.847605,-0.746888,-0.628773,-0.468100,-0.058528,-0.095903,-0.112335,-0.074918,0.027152,0.075613,0.113795,0.132859,0.132211,1.360346,1.359669,1.360078,1.359794,1.360515,1.359034,1.359679,1.360423,1.360278,1.359970,1.360253,1.360523,1.359980,1.360184
70.000000,35.290577,0.968165,-0.334883,-0.535022,-0.713663,-0.862193,-0.849053,-0.748251,-0.630204,-0.466620,-0.059626,-0.096330,-0.112918,-0.075526,0.026615,0.074961,0.113505,0.132463,0.131697,1.360930,1.360204,1.360672,1.360390,1.361055,1.359550,1.360113,1.360842,1.360731,1.360438,1.360800,1.360958,1.360624,1.360595
71.000000,35.288857,0.967293,-0.334928,-0.535144,-0.713889,-0.862306,-0.849115,-0.748343,-0.630638,-0.472250,-0.059973,-0.097935,-0.114334,-0.076630,0.025640,0.073557,0.111910,0.131270,0.130388,1.358881,1.358119,1.358871,1.358520,1.359099,1.357584,1.358038,1.358636,1.358701,1.358465,1.358648,1.358957,1.358531,1.358499
72.000000,35.288002,0.968215,-0.333740,-0.533996,-0.712784,-0.861234,-0.848194,-0.747319,-0.629522,-0.470433,-0.058449,-0.097094,-0.113576,-0.075888,0.026494,0.074596,0.112923,0.132076,0.131529,1.360139,1.359424,1.360061,1.359672,1.360409,1.358833,1.359351,1.359816,1.359826,1.359738,1.359894,1.360215,1.359807,1.359752
73.000000,35.287403,0.968989,-0.334833,-0.535360,-0.714202,-0.862985,-0.849941,-0.748905,-0.630660,-0.467994,-0.059125,-0.096505,-0.113219,-0.075825,0.026728,0.074957,0.113940,0.132845,0.132247,1.362593,1.361884,1.362373,1.362032,1.362779,1.361170,1.361752,1.362409,1.362212,1.362273,1.362320,1.362574,1.362098,1.362284
74.000000,35.287102,0.967593,-0.336523,-0.537633,-0.715981,-0.865190,-0.851792,-0.751185,-0.633609,-0.473410,-0.063139,-0.099748,-0.116290,-0.078534,0.024413,0.071983,0.110477,0.129925,0.128912,1.362186,1.361595,1.362002,1.361660,1.362373,1.360837,1.361302,1.362187,1.361761,1.361944,1.361990,1.362250,1.361771,1.361962
75.000000,35.285992,0.970021,-0.335461,-0.536924,-0.715716,-0.865216,-0.851738,-0.750948,-0.633541,-0.471992,-0.062052,-0.100077,-0.116569,-0.078432,0.024747,0.072477,0.110542,0.130062,0.129276,1.364564,1.363858,1.364507,1.363970,1.364811,1.363317,1.363770,1.364621,1.364173,1.364325,1.364456,1.364710,1.364236,1.364407
76.000000,35.285698,0.975536,-0.335792,-0.537797,-0.717661,-0.867867,-0.854455,-0.752866,-0.634448,-0.471922,-0.059754,-0.098297,-0.114951,-0.076908,0.026557,0.075071,0.113794,0.132763,0.132318,1.371606,1.370929,1.371692,1.371087,1.372067,1.370443,1.370956,1.371720,1.371508,1.371577,1.371827,1.371870,1.371493,1.371718
77.000000,35.284256,0.977903,-0.338276,-0.540784,-0.720956,-0.871453,-0.857874,-0.756096,-0.637362,-0.472586,-0.060919,-0.098494,-0.115312,-0.077321,0.026331,0.074833,0.113724,0.132766,0.132094,1.374480,1.373868,1.374516,1.374076,1.374983,1.373368,1.373873,1.374593,1.374482,1.374448,1.374837,1.374731,1.374503,1.374608
78.000000,35.283730,0.976439,-0.338554,-0.540515,-0.720379,-0.870097,-0.856347,-0.754707,-0.636085,-0.467560,-0.060743,-0.097187,-0.114280,-0.076319,0.026680,0.075038,0.113662,0.132828,0.132131,1.370103,1.369532,1.370005,1.369676,1.370460,1.369016,1.369466,1.370167,1.370073,1.369929,1.370358,1.370160,1.370129,1.370031
79.000000,35.282837,0.974083,-0.337120,-0.538299,-0.717688,-0.866710,-0.853013,-0.751425,-0.633062,-0.466680,-0.059408,-0.095562,-0.112855,-0.074950,0.027451,0.075739,0.114313,0.133364,0.132789,1.366923,1.366383,1.366874,1.366557,1.367360,1.365917,1.366318,1.367033,1.367072,1.366854,1.367124,1.366980,1.366930,1.366882
80.000000,35.283295,0.971999,-0.334373,-0.535420,-0.714610,-0.863620,-0.850197,-0.748820,-0.630561,-0.468970,-0.057846,-0.096135,-0.113074,-0.075019,0.027347,0.075848,0.114541,0.133558,0.133106,1.365373,1.364771,1.365301,1.364929,1.365786,1.364304,1.364670,1.365397,1.365431,1.365228,1.365485,1.365316,1.365227,1.365316
81.000000,35.282372,0.970008,-0.333615,-0.534916,-0.713964,-0.863314,-0.850105,-0.748971,-0.631113,-0.472146,-0.059267,-0.098857,-0.115337,-0.076946,0.025617,0.073916,0.112645,0.131785,0.131270,1.364168,1.363462,1.364087,1.363531,1.364389,1.362988,1.363409,1.364092,1.364141,1.363894,1.364128,1.364057,1.363900,1.364013
82.000000,35.282856,0.970412,-0.334057,-0.535307,-0.714301,-0.863866,-0.850689,-0.749402,-0.631628,-0.467506,-0.059459,-0.098425,-0.114913,-0.076721,0.025652,0.074199,0.112946,0.131992,0.131326,1.364939,1.364280,1.365031,1.364297,1.365167,1.363742,1.364288,1.364892,1.364958,1.364647,1.364937,1.364931,1.364782,1.364761
83.000000,35.281319,0.969673,-0.334768,-0.535800,-0.714627,-0.863941,-0.850719,-0.749552,-0.631708,-0.467938,-0.059792,-0.098159,-0.114767,-0.076775,0.025566,0.074010,0.112699,0.131877,0.130832,1.363679,1.362989,1.364018,1.363148,1.364035,1.362554,1.363144,1.363715,1.363656,1.363414,1.363680,1.363731,1.363382,1.363561
84.000000,35.279587,0.968509,-0.334666,-0.535534,-0.714313,-0.863321,-0.850061,-0.749221,-0.631515,-0.471540,-0.060285,-0.099183,-0.115756,-0.077563,0.024958,0.073258,0.111614,0.130924,0.129832,1.361896,1.361176,1.362187,1.361398,1.362186,1.360754,1.361286,1.361861,1.361875,1.361604,1.361827,1.361897,1.361766,1.361809
85.000000,35.280594,0.968358,-0.333104,-0.533673,-0.712696,-0.861510,-0.848458,-0.747684,-0.629923,-0.474393,-0.058517,-0.098958,-0.115323,-0.077003,0.025238,0.073876,0.112116,0.131380,0.130388,1.360784,1.359849,1.360814,1.360195,1.360788,1.359576,1.359909,1.360611,1.360728,1.360315,1.360447,1.360702,1.360547,1.360646
86.000000,35.280235,0.967715,-0.333695,-0.534108,-0.712652,-0.861573,-0.848529,-0.747956,-0.630174,-0.474099,-0.058975,-0.098406,-0.114896,-0.076671,0.025411,0.073803,0.112325,0.131533,0.130368,1.361038,1.360037,1.360931,1.360280,1.360945,1.359741,1.360108,1.360853,1.360766,1.360462,1.360673,1.360760,1.360663,1.360812
87.000000,35.279373,0.968388,-0.335231,-0.535623,-0.713903,-0.862718,-0.849515,-0.748820,-0.630977,-0.468253,-0.060027,-0.097090,-0.114140,-0.075908,0.026095,0.074168,0.112838,0.132004,0.130794,1.361756,1.360782,1.361730,1.360965,1.361737,1.360408,1.360997,1.361591,1.361484,1.361239,1.361471,1.361453,1.361375,1.361555
88.000000,35.279991,0.966846,-0.335791,-0.536041,-0.714035,-0.862861,-0.849277,-0.748833,-0.631411,-0.469873,-0.060913,-0.097598,-0.114801,-0.076466,0.025457,0.073294,0.111453,0.130753,0.129513,1.359892,1.359100,1.360118,1.359313,1.359946,1.358663,1.359222,1.359928,1.359885,1.359542,1.359747,1.359743,1.359692,1.359727
89.000000,35.278553,0.967870,-0.335797,-0.536178,-0.714356,-0.863510,-0.849741,-0.749320,-0.631986,-0.469731,-0.060553,-0.097697,-0.114630,-0.076520,0.025503,0.073535,0.111633,0.130750,0.129641,1.361166,1.360428,1.361476,1.360675,1.361223,1.360020,1.360438,1.361255,1.361231,1.360898,1.361136,1.361088,1.361039,1.360974
90.000000,35.279015,0.969457,-0.335555,-0.535971,-0.714505,-0.863371,-0.849890,-0.749070,-0.631375,-0.470531,-0.059110,-0.096809,-0.113576,-0.075743,0.026445,0.074621,0.112951,0.131813,0.131122,1.362113,1.361680,1.362556,1.361847,1.362413,1.361296,1.361758,1.362560,1.362508,1.362192,1.362598,1.362551,1.362411,1.362339
91.000000,35.278248,0.969023,-0.336035,-0.536399,-0.714983,-0.863572,-0.850361,-0.749539,-0.631698,-0.471350,-0.059828,-0.097346,-0.114122,-0.076332,0.026108,0.073955,0.112428,0.131364,0.130662,1.362103,1.361639,1.362587,1.361847,1.362439,1.361367,1.361839,1.362675,1.362558,1.362242,1.362556,1.362656,1.362410,1.362379
92.000000,35.277805,0.969867,-0.336559,-0.537169,-0.716010,-0.864683,-0.851571,-0.750792,-0.632902,-0.472371,-0.061072,-0.098004,-0.114878,-0.076837,0.025735,0.073522,0.111882,0.131041,0.130164,1.363225,1.362649,1.363425,1.362753,1.363298,1.362158,1.362741,1.363460,1.363228,1.363026,1.363171,1.363368,1.363055,1.363060
93.000000,35.279030,0.970091,-0.336013,-0.536876,-0.715846,-0.864805,-0.851646,-0.751011,-0.632989,-0.475686,-0.060421,-0.098294,-0.115407,-0.076951,0.025608,0.073552,0.111835,0.131019,0.130149,1.364042,1.363309,1.364038,1.363476,1.364027,1.362783,1.363541,1.364184,1.363904,1.363642,1.363819,1.364145,1.363563,1.363716
94.000000,35.277847,0.970727,-0.334749,-0.535612,-0.715029,-0.864210,-0.851190,-0.750460,-0.632245,-0.477209,-0.059202,-0.098680,-0.115638,-0.077037,0.025595,0.073900,0.112395,0.131484,0.130758,1.364885,1.364033,1.364822,1.364253,1.364877,1.363578,1.364318,1.364883,1.364651,1.364431,1.364671,1.364971,1.364469,1.364491
95.000000,35.277325,0.972341,-0.333870,-0.534797,-0.714726,-0.864206,-0.851225,-0.750244,-0.631839,-0.477733,-0.059211,-0.098499,-0.115303,-0.076748,0.025986,0.074495,0.113307,0.132343,0.131747,1.365979,1.365033,1.365824,1.365344,1.365959,1.364692,1.365334,1.365963,1.365610,1.365606,1.365743,1.365979,1.365747,1.365590
96.000000,35.276978,0.973691,-0.335100,-0.536621,-0.716497,-0.866506,-0.853379,-0.752457,-0.633706,-0.477497,-0.060824,-0.098941,-0.115923,-0.077272,0.025731,0.074097,0.113066,0.132220,0.131487,1.369584,1.368440,1.369199,1.368764,1.369375,1.368088,1.368733,1.369485,1.369078,1.369157,1.369285,1.369426,1.369184,1.369028
97.000000,35.276207,0.972230,-0.336304,-0.537981,-0.717665,-0.867531,-0.854399,-0.753678,-0.634960,-0.476760,-0.062085,-0.100189,-0.117219,-0.078415,0.024707,0.072676,0.111628,0.130981,0.130080,1.368666,1.367505,1.368333,1.367814,1.368351,1.367098,1.367781,1.368487,1.368142,1.368222,1.368346,1.368503,1.368164,1.368088
98.000000,35.275139,0.969637,-0.335188,-0.536425,-0.715821,-0.865027,-0.851841,-0.751215,-0.633044,-0.475751,-0.061289,-0.100237,-0.117061,-0.078129,0.024598,0.072279,0.110770,0.130227,0.129577,1.363434,1.362439,1.363140,1.362716,1.363150,1.361912,1.362535,1.363263,1.362840,1.362930,1.363088,1.363242,1.363103,1.362893
99.000000,35.275650,0.968248,-0.333170,-0.533704,-0.712682,-0.861593,-0.848397,-0.747758,-0.629752,-0.470558,-0.059456,-0.098317,-0.115074,-0.076434,0.025917,0.073697,0.112398,0.131394,0.130917,1.361317,1.360335,1.361031,1.360689,1.361081,1.359856,1.360349,1.361239,1.360778,1.360748,1.360836,1.361032,1.360994,1.360738
100.000000,35.276112,0.966709,-0.332893,-0.533127,-0.711916,-0.860965,-0.847936,-0.747315,-0.629610,-0.466305,-0.059905,-0.098608,-0.115392,-0.077030,0.025491,0.073598,0.112438,0.131304,0.130687,1.361029,1.360160,1.360782,1.360508,1.360964,1.359673,1.360199,1.361158,1.360632,1.360493,1.360669,1.360841,1.360868,1.360495
101.000000,35.274715,0.967352,-0.334218,-0.534855,-0.713477,-0.863149,-0.849873,-0.749188,-0.631836,-0.470400,-0.060917,-0.099973,-0.116756,-0.078338,0.024390,0.072485,0.111021,0.130190,0.129449,1.362976,1.362092,1.362723,1.362505,1.362913,1.361611,1.362148,1.363088,1.362665,1.362488,1.362664,1.362851,1.362787,1.362535
102.000000,35.273296,0.969297,-0.334518,-0.535511,-0.714522,-0.864450,-0.851108,-0.750176,-0.632573,-0.471865,-0.060897,-0.100380,-0.117158,-0.078443,0.024374,0.072557,0.110873,0.130321,0.129531,1.363922,1.363008,1.363651,1.363362,1.363735,1.362387,1.362984,1.363884,1.363594,1.363425,1.363610,1.363827,1.363717,1.363408
103.000000,35.272495,0.970569,-0.333696,-0.534481,-0.714196,-0.863756,-0.850599,-0.749473,-0.631455,-0.470814,-0.059849,-0.099141,-0.115953,-0.077219,0.025539,0.073872,0.112313,0.131567,0.130969,1.363600,1.362794,1.363446,1.363184,1.363530,1.362238,1.362853,1.363702,1.363478,1.363259,1.363492,1.363805,1.363489,1.363164
104.000000,35.272114,0.968786,-0.334110,-0.534346,-0.713414,-0.862464,-0.849082,-0.748170,-0.630269,-0.474405,-0.059155,-0.097853,-0.114872,-0.076357,0.026013,0.074175,0.112560,0.131531,0.131024,1.361307,1.360606,1.361186,1.360952,1.361178,1.359974,1.360539,1.361459,1.361262,1.361086,1.361295,1.361663,1.361344,1.361060
105.000000,35.272758,0.965627,-0.333775,-0.533280,-0.711633,-0.859901,-0.846569,-0.745948,-0.628514,-0.476574,-0.059001,-0.097376,-0.114453,-0.076126,0.025915,0.073741,0.111836,0.130946,0.130366,1.357509,1.356818,1.357468,1.357255,1.357372,1.356093,1.356653,1.357685,1.357435,1.357371,1.357301,1.357848,1.357416,1.357391
106.000000,35.271912,0.965833,-0.333935,-0.533660,-0.711887,-0.860648,-0.847207,-0.746771,-0.629365,-0.474371,-0.060045,-0.097810,-0.114749,-0.076443,0.025644,0.073530,0.111579,0.130764,0.130196,1.360112,1.359615,1.360217,1.359998,1.360142,1.358832,1.359459,1.360425,1.360157,1.360167,1.359927,1.360497,1.360076,1.360153
107.000000,35.270458,0.969397,-0.336654,-0.537734,-0.716317,-0.866117,-0.852443,-0.751812,-0.634055,-0.473892,-0.062227,-0.100049,-0.116969,-0.078249,0.024338,0.072224,0.110296,0.129704,0.128860,1.366368,1.365821,1.366451,1.366119,1.366391,1.365066,1.365733,1.366692,1.366307,1.366413,1.366155,1.366694,1.366278,1.366339
108.000000,35.269833,0.973926,-0.337699,-0.539043,-0.718614,-0.868208,-0.854909,-0.753460,-0.635249,-0.471772,-0.061076,-0.098705,-0.115736,-0.076929,0.025525,0.073907,0.111866,0.131130,0.130590,1.369303,1.368828,1.369484,1.369168,1.369479,1.368182,1.368808,1.369694,1.369370,1.369451,1.369366,1.369781,1.369350,1.369416
109.000000,35.268723,0.974611,-0.336292,-0.537262,-0.717193,-0.866485,-0.853484,-0.751687,-0.633191,-0.471957,-0.059158,-0.097162,-0.114088,-0.075430,0.026829,0.075668,0.113846,0.132726,0.132509,1.368905,1.368490,1.369229,1.368829,1.369206,1.367898,1.368426,1.369242,1.369029,1.369081,1.369119,1.369385,1.369005,1.369115
110.000000,35.268661,0.972368,-0.335943,-0.536737,-0.716258,-0.865451,-0.852285,-0.750837,-0.632295,-0.475114,-0.059742,-0.097816,-0.114634,-0.075990,0.026346,0.074826,0.113198,0.132073,0.131672,1.366591,1.366065,1.366672,1.366405,1.366835,1.365433,1.365947,1.366741,1.366567,1.366625,1.366576,1.366856,1.366513,1.366579
111.000000,35.268345,0.970371,-0.335374,-0.535782,-0.714761,-0.863506,-0.850210,-0.749039,-0.630436,-0.471263,-0.059060,-0.096452,-0.113490,-0.075077,0.026719,0.075137,0.113757,0.132485,0.132042,1.363096,1.362487,1.362959,1.362856,1.363189,1.361873,1.362326,1.363130,1.363130,1.362969,1.363044,1.363323,1.362927,1.362916
112.000000,35.267361,0.967758,-0.333943,-0.534017,-0.712629,-0.861049,-0.847806,-0.746999,-0.628608,-0.471895,-0.058783,-0.096345,-0.113253,-0.075031,0.026501,0.074914,0.113903,0.132592,0.132211,1.359445,1.358822,1.359376,1.359283,1.359445,1.358346,1.358757,1.359466,1.359434,1.359222,1.359529,1.359787,1.359263,1.359270
113.000000,35.265213,0.964605,-0.333748,-0.533930,-0.711952,-0.860726,-0.847316,-0.747493,-0.629806,-0.474337,-0.060868,-0.099322,-0.115905,-0.077419,0.024375,0.072173,0.110838,0.129972,0.129258,1.357798,1.357037,1.357812,1.357641,1.357726,1.356685,1.357026,1.357785,1.357527,1.357499,1.357628,1.357995,1.357380,1.357494
114.000000,35.265068,0.967027,-0.334662,-0.535510,-0.713993,-0.863177,-0.849792,-0.749972,-0.632176,-0.471213,-0.062140,-0.100683,-0.117338,-0.078458,0.023753,0.071486,0.109634,0.129091,0.128282,1.361742,1.361159,1.361836,1.361583,1.361680,1.360603,1.360976,1.361762,1.361504,1.361561,1.361606,1.361867,1.361520,1.361458
115.000000,35.264584,0.971999,-0.336265,-0.537572,-0.716975,-0.866249,-0.853028,-0.752169,-0.633721,-0.476389,-0.061213,-0.099263,-0.116025,-0.077369,0.025042,0.073196,0.111636,0.130978,0.130197,1.367240,1.366483,1.367275,1.366970,1.367126,1.366011,1.366413,1.367072,1.366961,1.366980,1.366982,1.367297,1.366901,1.366917
116.000000,35.263153,0.972816,-0.337668,-0.538919,-0.718069,-0.867400,-0.854023,-0.752906,-0.634455,-0.478763,-0.060552,-0.098211,-0.115045,-0.076733,0.025614,0.073715,0.112184,0.131477,0.130682,1.369033,1.368026,1.368968,1.368568,1.368834,1.367713,1.368003,1.368770,1.368707,1.368590,1.368595,1.369016,1.368472,1.368649
117.000000,35.262474,0.974311,-0.337986,-0.539364,-0.718763,-0.868214,-0.854735,-0.753584,-0.634989,-0.473070,-0.060094,-0.097662,-0.114721,-0.076260,0.026248,0.074513,0.112917,0.131999,0.131465,1.370804,1.370039,1.370934,1.370505,1.370775,1.369674,1.369969,1.370794,1.370812,1.370531,1.370615,1.370968,1.370515,1.370669
118.000000,35.261402,0.974655,-0.336841,-0.538356,-0.718024,-0.867505,-0.854068,-0.752845,-0.633962,-0.472222,-0.059339,-0.096931,-0.114096,-0.075714,0.026831,0.075679,0.114593,0.133202,0.132876,1.370294,1.369727,1.370531,1.370080,1.370279,1.369246,1.369596,1.370331,1.370389,1.370115,1.370204,1.370483,1.370141,1.370217
119.000000,35.261616,0.971229,-0.336893,-0.538370,-0.717580,-0.866696,-0.853415,-0.752497,-0.634110,-0.475147,-0.061099,-0.098906,-0.115806,-0.077433,0.025115,0.073528,0.112334,0.131205,0.130744,1.366795,1.366214,1.366909,1.366510,1.366704,1.365706,1.366024,1.366726,1.366775,1.366531,1.366624,1.366998,1.366599,1.366642
120.000000,35.260715,0.970750,-0.336531,-0.537608,-0.716643,-0.865562,-0.852402,-0.751538,-0.633174,-0.474827,-0.060756,-0.098539,-0.115290,-0.077070,0.025308,0.073751,0.112320,0.131177,0.130988,1.365778,1.365241,1.365801,1.365474,1.365680,1.364688,1.364966,1.365789,1.365674,1.365478,1.365637,1.366074,1.365653,1.365561
121.000000,35.258415,0.971095,-0.336291,-0.537189,-0.716171,-0.865287,-0.851940,-0.751276,-0.632859,-0.472254,-0.060847,-0.098362,-0.115264,-0.077026,0.025472,0.073777,0.112388,0.131215,0.130994,1.364940,1.364307,1.364899,1.364421,1.364770,1.363868,1.364148,1.364958,1.364564,1.364634,1.364786,1.365197,1.364666,1.364642
122.000000,35.257839,0.970375,-0.336234,-0.536669,-0.715741,-0.864353,-0.850985,-0.750145,-0.631827,-0.471219,-0.060305,-0.097429,-0.114332,-0.076326,0.026036,0.074325,0.112878,0.131790,0.131311,1.362726,1.361998,1.362589,1.362020,1.362533,1.361671,1.361936,1.362637,1.362138,1.362471,1.362593,1.362925,1.362383,1.362362
123.000000,35.256958,0.966651,-0.335047,-0.534670,-0.713069,-0.861033,-0.847642,-0.747040,-0.629033,-0.472070,-0.059485,-0.096315,-0.113190,-0.075508,0.026316,0.074429,0.113030,0.131772,0.131110,1.357286,1.356472,1.357069,1.356690,1.357119,1.356178,1.356411,1.357236,1.356704,1.357158,1.357174,1.357523,1.356903,1.356923
124.000000,35.256443,0.964594,-0.335402,-0.535349,-0.713087,-0.861241,-0.847945,-0.747802,-0.630351,-0.474865,-0.061299,-0.098573,-0.115601,-0.077314,0.024550,0.071976,0.110137,0.129405,0.128507,1.356911,1.356226,1.356683,1.356499,1.356881,1.355689,1.356129,1.356821,1.356500,1.356758,1.356949,1.357177,1.356663,1.356694
125.000000,35.256180,0.968676,-0.334704,-0.535627,-0.713870,-0.862767,-0.849667,-0.749036,-0.631078,-0.473067,-0.059996,-0.097981,-0.115084,-0.076639,0.025475,0.073434,0.111798,0.130953,0.130404,1.363396,1.362579,1.363043,1.362867,1.363412,1.362020,1.362567,1.363061,1.362978,1.363056,1.363347,1.363560,1.363024,1.363147
126.000000,35.253654,0.972053,-0.335147,-0.536418,-0.715511,-0.864816,-0.851620,-0.750522,-0.631820,-0.470235,-0.058585,-0.097024,-0.114029,-0.075925,0.026423,0.075021,0.113921,0.132794,0.132396,1.366322,1.365438,1.365898,1.365699,1.366315,1.364969,1.365374,1.365955,1.365838,1.365969,1.366213,1.366483,1.365922,1.365896
127.000000,35.254410,0.971132,-0.337166,-0.538112,-0.717151,-0.866229,-0.852766,-0.751880,-0.633101,-0.471718,-0.060664,-0.097851,-0.114839,-0.076908,0.025551,0.073729,0.112586,0.131658,0.130923,1.364477,1.363588,1.364125,1.364014,1.364447,1.363237,1.363522,1.364311,1.364018,1.364199,1.364306,1.364797,1.364078,1.364069
128.000000,35.253002,0.969082,-0.336611,-0.537215,-0.715779,-0.864646,-0.851008,-0.750588,-0.632291,-0.472497,-0.061426,-0.098511,-0.115418,-0.077281,0.024890,0.072642,0.111118,0.130335,0.129667,1.361961,1.361084,1.361635,1.361495,1.361929,1.360640,1.361033,1.361870,1.361367,1.361631,1.361757,1.362248,1.361507,1.361539
129.000000,35.251373,0.968390,-0.335319,-0.535639,-0.714126,-0.862905,-0.849424,-0.749031,-0.631067,-0.471158,-0.060178,-0.098164,-0.115036,-0.076834,0.025215,0.072954,0.111455,0.130526,0.129985,1.361618,1.360750,1.361483,1.361093,1.361663,1.360347,1.360934,1.361633,1.361024,1.361334,1.361642,1.361944,1.361181,1.361367
130.000000,35.252026,0.969595,-0.334810,-0.535297,-0.714191,-0.862942,-0.849917,-0.749223,-0.630936,-0.471583,-0.059530,-0.097666,-0.114693,-0.076578,0.025774,0.073858,0.112730,0.131557,0.131140,1.363960,1.362978,1.363930,1.363572,1.364045,1.362748,1.363282,1.364000,1.363347,1.363654,1.364122,1.364325,1.363465,1.363809
131.000000,35.251732,0.971775,-0.335838,-0.537261,-0.716415,-0.865873,-0.852829,-0.752137,-0.633504,-0.474966,-0.060491,-0.099107,-0.116158,-0.077742,0.025001,0.073152,0.112127,0.131061,0.130637,1.367741,1.366583,1.367612,1.367322,1.367853,1.366517,1.366974,1.367680,1.367148,1.367364,1.367882,1.368023,1.367278,1.367510
132.000000,35.250366,0.973473,-0.337455,-0.539211,-0.718551,-0.868275,-0.855127,-0.754287,-0.635539,-0.473927,-0.061519,-0.099595,-0.116498,-0.077951,0.024853,0.072962,0.111777,0.130781,0.130494,1.369251,1.368149,1.369114,1.368798,1.369340,1.368011,1.368398,1.369042,1.368593,1.368789,1.369474,1.369358,1.368787,1.368947
133.000000,35.250454,0.972868,-0.336300,-0.537480,-0.716804,-0.866078,-0.853001,-0.752136,-0.633313,-0.470922,-0.060283,-0.097854,-0.114664,-0.076401,0.026029,0.074349,0.113194,0.131908,0.131838,1.366603,1.365458,1.366454,1.366165,1.366573,1.365236,1.365569,1.366292,1.365938,1.365983,1.366797,1.366555,1.366010,1.366189
134.000000,35.248055,0.972560,-0.335762,-0.537009,-0.716071,-0.865461,-0.852390,-0.751804,-0.633069,-0.469000,-0.060305,-0.098110,-0.114774,-0.076662,0.025977,0.074264,0.113237,0.131830,0.131649,1.366970,1.365889,1.366764,1.366482,1.366926,1.365529,1.365943,1.366620,1.366306,1.366289,1.367029,1.366949,1.366424,1.366603
135.000000,35.247105,0.973676,-0.337127,-0.538767,-0.718285,-0.867695,-0.854539,-0.753753,-0.635024,-0.472805,-0.061533,-0.099178,-0.115886,-0.077497,0.025289,0.073509,0.112431,0.131273,0.130884,1.367970,1.366949,1.367787,1.367463,1.367968,1.366529,1.367107,1.367677,1.367415,1.367404,1.367922,1.368127,1.367451,1.367721
136.000000,35.248428,0.971123,-0.335676,-0.536642,-0.716150,-0.864912,-0.851669,-0.750856,-0.632326,-0.476732,-0.059680,-0.098386,-0.115015,-0.076589,0.025558,0.073967,0.112638,0.131569,0.131128,1.362996,1.361988,1.362833,1.362589,1.362938,1.361519,1.362094,1.362714,1.362542,1.362451,1.362948,1.363269,1.362509,1.362776
137.000000,35.246029,0.969057,-0.334679,-0.535250,-0.714175,-0.863102,-0.849995,-0.749622,-0.631356,-0.473527,-0.060134,-0.098661,-0.115202,-0.076983,0.025171,0.073415,0.112274,0.131101,0.130597,1.362094,1.361025,1.361987,1.361859,1.362077,1.360658,1.361053,1.361821,1.361514,1.361509,1.362064,1.362286,1.361449,1.361915
138.000000,35.247238,0.970202,-0.334837,-0.535601,-0.714731,-0.863872,-0.850747,-0.750452,-0.632142,-0.473865,-0.061347,-0.099175,-0.115830,-0.077457,0.024946,0.073000,0.111932,0.130870,0.130393,1.363572,1.362677,1.363385,1.363362,1.363633,1.362142,1.362630,1.363422,1.362926,1.362985,1.363608,1.363767,1.362943,1.363320
139.000000,35.246361,0.969204,-0.334147,-0.534847,-0.713832,-0.862740,-0.849574,-0.749247,-0.631110,-0.476235,-0.060383,-0.099131,-0.115677,-0.077261,0.025156,0.073111,0.111932,0.130995,0.130488,1.361888,1.361006,1.361550,1.361562,1.361923,1.360241,1.361012,1.361679,1.361224,1.361212,1.361809,1.362114,1.361225,1.361520
